Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
123865-38628,QB,Mitchell,Mitchell Trubisky,Trubisky,0.753333330154419,3,6000,CIN@BUF,BUF,CIN,,,,,,QB
123865-61157,QB,Brett,Brett Rypien,Rypien,0,1,6000,IND@JAC,IND,JAC,,,,,,QB
123865-86793,QB,Jake,Jake Haener,Haener,1.7799999713897705,8,6000,NO@TB,NO,TB,,,,,,QB
123865-28434,QB,Trevor,Trevor Siemian,Siemian,,0,6000,TEN@CLE,TEN,CLE,,,,,,QB
123865-8023,QB,Josh,Josh Johnson,Johnson,0.19499999284744263,4,6000,WAS@MIN,WAS,MIN,,,,,,QB
123865-119641,QB,Brady,Brady Cook,Cook,,0,6000,MIA@NYJ,NYJ,MIA,,,,,,QB
123865-86875,RB,Jordan,Jordan Mason,Mason,8.316666920979818,12,6000,WAS@MIN,MIN,WAS,,,,,,RB/FLEX
123865-154462,QB,Jalen,Jalen Milroe,Milroe,-0.5333333412806193,3,6000,SEA@ATL,SEA,ATL,,,,,,QB
123865-88937,QB,Carter,Carter Bradley,Bradley,,0,6000,IND@JAC,JAC,IND,,,,,,QB
123865-92020,QB,Kenny,Kenny Pickett,Pickett,-0.8399999737739563,2,6000,DEN@LV,LV,DEN,,,,,,QB
123865-56192,QB,John,John Wolford,Wolford,,0,6000,WAS@MIN,MIN,WAS,,,,,,QB
123865-111557,QB,Spencer,Spencer Rattler,Rattler,12.954999923706055,8,6000,NO@TB,NO,TB,,,,,,QB
123865-129010,QB,DJ,DJ Uiagalelei,Uiagalelei,,0,6000,PHI@LAC,LAC,PHI,,,,,,QB
123865-63484,QB,Kyler,Kyler Murray,Murray,16.155999755859376,5,6000,LAR@ARI,ARI,LAR,IR,Foot,,,,QB
123865-69777,WR,Darnell,Darnell Mooney,Mooney,4.8799999237060545,10,5900,SEA@ATL,ATL,SEA,,,,,,WR/FLEX
123865-129210,WR,Jordan,Jordan Addison,Addison,9.655555725097656,9,5900,WAS@MIN,MIN,WAS,,,,,,WR/FLEX
123865-158974,WR,Xavier,Xavier Worthy,Worthy,7.219999694824219,10,5900,HOU@KC,KC,HOU,,,,,,WR/FLEX
123865-154971,RB,Devin,Devin Neal,Neal,3.8428570883614674,7,5900,NO@TB,NO,TB,,,,,,RB/FLEX
123865-86518,WR,Khalil,Khalil Shakir,Shakir,8.658333460489908,12,5900,CIN@BUF,BUF,CIN,,,,,,WR/FLEX
123865-103252,RB,Zonovan,Zonovan Knight,Knight,7.719999694824219,10,5900,LAR@ARI,ARI,LAR,,,,,,RB/FLEX
123865-42104,RB,Alvin,Alvin Kamara,Kamara,7.654545177112926,11,5800,NO@TB,NO,TB,O,Knee - mcl,,,,RB/FLEX
123865-83074,TE,Dallas,Dallas Goedert,Goedert,9.5727275501598,11,5800,PHI@LAC,PHI,LAC,,,,,,TE/FLEX
123865-145558,TE,Dalton,Dalton Kincaid,Kincaid,11.162500381469727,8,5800,CIN@BUF,BUF,CIN,Q,Hamstring,,,,TE/FLEX
123865-94370,WR,Romeo,Romeo Doubs,Doubs,9.058333079020182,12,5800,CHI@GB,GB,CHI,,,,,,WR/FLEX
123865-89455,WR,Jayden,Jayden Reed,Reed,12,1,5800,CHI@GB,GB,CHI,IR,Foot,,,,WR/FLEX
123865-69213,WR,Michael,Michael Pittman Jr.,Pittman Jr.,11.583333333333334,12,5800,IND@JAC,IND,JAC,,,,,,WR/FLEX
123865-137967,RB,Blake,Blake Corum,Corum,4.808333396911621,12,5800,LAR@ARI,LAR,ARI,,,,,,RB/FLEX
123865-147315,WR,Jayden,Jayden Higgins,Higgins,6.325000127156575,12,5800,HOU@KC,HOU,KC,,,,,,WR/FLEX
123865-102696,WR,John,John Metchie III,Metchie III,4.387499809265137,8,5700,MIA@NYJ,NYJ,MIA,,,,,,WR/FLEX
123865-90428,RB,Tyler,Tyler Allgeier,Allgeier,7.833333333333333,12,5700,SEA@ATL,ATL,SEA,,,,,,RB/FLEX
123865-60858,WR,Christian,Christian Kirk,Kirk,5.185714176722935,7,5700,HOU@KC,HOU,KC,,,,,,WR/FLEX
123865-89612,WR,Michael,Michael Wilson,Wilson,7.833333333333333,12,5700,LAR@ARI,ARI,LAR,,,,,,WR/FLEX
123865-137902,RB,Rachaad,Rachaad White,White,8.258333206176758,12,5700,NO@TB,TB,NO,,,,,,RB/FLEX
123865-158438,TE,Oronde,Oronde Gadsden II,Gadsden II,8.54000015258789,10,5700,PHI@LAC,LAC,PHI,,,,,,TE/FLEX
123865-110457,WR,Dontayvion,Dontayvion Wicks,Wicks,5.6299999237060545,10,5700,CHI@GB,GB,CHI,,,,,,WR/FLEX
123865-137516,WR,Parker,Parker Washington,Washington,7.766666412353516,12,5600,IND@JAC,JAC,IND,Q,Hip,,,,WR/FLEX
123865-92575,RB,Isiah,Isiah Pacheco,Pacheco,6.555555555555555,9,5600,HOU@KC,KC,HOU,,,,,,RB/FLEX
123865-117178,RB,Jacory,Jacory Croskey-Merritt,Croskey-Merritt,7.174999872843425,12,5600,WAS@MIN,WAS,MIN,,,,,,RB/FLEX
123865-90561,WR,Jerry,Jerry Jeudy,Jeudy,5.299999872843425,12,5600,TEN@CLE,CLE,TEN,,,,,,WR/FLEX
123865-63043,WR,DJ,DJ Moore,Moore,8.498333613077799,12,5600,CHI@GB,CHI,GB,,,,,,WR/FLEX
123865-128624,WR,Tez,Tez Johnson,Johnson,6.581818320534446,11,5600,NO@TB,TB,NO,,,,,,WR/FLEX
123865-86687,WR,Hollywood,Hollywood Brown,Brown,8.033333460489908,12,5600,HOU@KC,KC,HOU,,,,,,WR/FLEX
123865-90912,RB,Kenneth,Kenneth Gainwell,Gainwell,9.291666666666666,12,5600,PIT@BAL,PIT,BAL,,,,,,RB/FLEX
123865-103511,WR,Devaughn,Devaughn Vele,Vele,5.557143075125558,7,5500,NO@TB,NO,TB,,,,,,WR/FLEX
123865-103619,WR,Tre,Tre Tucker,Tucker,9.466666539510092,12,5500,DEN@LV,LV,DEN,,,,,,WR/FLEX
123865-129305,WR,Josh,Josh Downs,Downs,6.636363636363637,11,5500,IND@JAC,IND,JAC,,,,,,WR/FLEX
123865-64808,TE,Juwan,Juwan Johnson,Johnson,8.383333206176758,12,5500,NO@TB,NO,TB,,,,,,TE/FLEX
123865-53562,RB,Nick,Nick Chubb,Chubb,6.391666412353516,12,5500,HOU@KC,HOU,KC,,,,,,RB/FLEX
123865-110974,WR,Malik,Malik Washington,Washington,5.724999745686849,12,5500,MIA@NYJ,MIA,NYJ,,,,,,WR/FLEX
123865-185861,RB,Emanuel,Emanuel Wilson,Wilson,6.025000254313151,12,5500,CHI@GB,GB,CHI,,,,,,RB/FLEX
123865-137059,RB,Sean,Sean Tucker,Tucker,5.674999872843425,12,5500,NO@TB,TB,NO,,,,,,RB/FLEX
123865-129112,WR,Chimere,Chimere Dike,Dike,5.358333587646484,12,5400,TEN@CLE,TEN,CLE,,,,,,WR/FLEX
123865-79970,WR,Cooper,Cooper Kupp,Kupp,5.98181845925071,11,5400,SEA@ATL,SEA,ATL,,,,,,WR/FLEX
123865-61555,WR,David,David Sills V,Sills V,3.2142857142857144,7,5400,SEA@ATL,ATL,SEA,,,,,,WR/FLEX
123865-103587,TE,Brenton,Brenton Strange,Strange,7.742857251848493,7,5400,IND@JAC,JAC,IND,,,,,,TE/FLEX
123865-52436,TE,Mark,Mark Andrews,Andrews,7.683333079020183,12,5400,PIT@BAL,BAL,PIT,,,,,,TE/FLEX
123865-56648,RB,Jeremy,Jeremy McNichols,McNichols,4.590909090909091,11,5400,WAS@MIN,WAS,MIN,,,,,,RB/FLEX
123865-90870,WR,Calvin,Calvin Austin III,Austin III,5.279999923706055,10,5400,PIT@BAL,PIT,BAL,,,,,,WR/FLEX
123865-157467,WR,Keon,Keon Coleman,Coleman,7.590000152587891,10,5400,CIN@BUF,BUF,CIN,,,,,,WR/FLEX
123865-160620,RB,Bhayshul,Bhayshul Tuten,Tuten,5.666666666666667,12,5400,IND@JAC,JAC,IND,,,,,,RB/FLEX
123865-166916,WR,Matthew,Matthew Golden,Golden,5.011110941569011,9,5300,CHI@GB,GB,CHI,Q,Wrist,,,,WR/FLEX
123865-86080,TE,Kyle,Kyle Pitts Sr.,Pitts Sr.,7.341666539510091,12,5300,SEA@ATL,ATL,SEA,,,,,,TE/FLEX
123865-16606,WR,DeAndre,DeAndre Hopkins,Hopkins,3.8500000635782876,12,5300,PIT@BAL,BAL,PIT,,,,,,WR/FLEX
123865-52451,RB,Samaje,Samaje Perine,Perine,3.470000076293945,10,5300,CIN@BUF,CIN,BUF,,,,,,RB/FLEX
