Score,Total Projected Pts,Total Cost,Proj Pts Weight,QB,SP1,SP2,SP3,SP4,SP5,SP6,SP7,D
8.66058,112.4,60000,0.67,mac jones,christian mccaffrey,tony pollard,travis etienne,drake london,ladd mcconkey,emeka egbuka,michael mayer,browns
8.65728,113.3,59800,0.67,michael penix,christian mccaffrey,bijan robinson,tony pollard,tetairoa mcmillan,emeka egbuka,jakobi meyers,michael mayer,browns
8.65635,114.4,59500,0.67,spencer rattler,rico dowdle,dandre swift,jahmyr gibbs,drake london,tetairoa mcmillan,ladd mcconkey,trey mcbride,colts
8.65128,112.3,60000,0.67,dillon gabriel,christian mccaffrey,jacory croskeymerritt,rhamondre stevenson,stefon diggs,george pickens,davante adams,travis kelce,packers
8.6481,113.3,60000,0.67,dak prescott,christian mccaffrey,ashton jeanty,james cook,tetairoa mcmillan,khalil shakir,keon coleman,zach ertz,dolphins
8.64692,113.7,59900,0.67,michael penix,jonathan taylor,jaylen warren,tony pollard,stefon diggs,drake london,emeka egbuka,hunter henry,browns
8.63449,112.6,59900,0.67,aaron rodgers,rico dowdle,josh jacobs,javonte williams,keenan allen,xavier worthy,matthew golden,jake ferguson,buccaneers
8.62619,113.2,60000,0.67,aaron rodgers,rico dowdle,devon achane,ashton jeanty,ladd mcconkey,emeka egbuka,jakobi meyers,sam laporta,colts
8.62579,114.0,59900,0.67,jared goff,christian mccaffrey,devon achane,dandre swift,stefon diggs,george pickens,jaylen waddle,michael mayer,chiefs
8.62242,112.8,60000,0.67,cam ward,jacory croskeymerritt,jaylen warren,ashton jeanty,drake london,tetairoa mcmillan,davante adams,trey mcbride,packers
8.60631,113.5,60000,0.67,mac jones,christian mccaffrey,josh jacobs,dandre swift,stefon diggs,michael pittman,xavier worthy,michael mayer,patriots
8.58374,113.2,60000,0.67,joe flacco,javonte williams,devon achane,tony pollard,george pickens,tetairoa mcmillan,davante adams,trey mcbride,browns
8.58005,111.9,60000,0.67,michael penix,bijan robinson,jahmyr gibbs,tony pollard,stefon diggs,keenan allen,davante adams,travis kelce,cardinals
8.57907,112.9,59900,0.67,joe flacco,rachaad white,jonathan taylor,jahmyr gibbs,stefon diggs,drake london,keenan allen,michael mayer,raiders
8.57541,113.3,59800,0.67,cooper rush,jacory croskeymerritt,javonte williams,bijan robinson,drake london,chris olave,xavier worthy,trey mcbride,browns
8.57195,111.1,59900,0.67,jacoby brissett,jacory croskeymerritt,javonte williams,jonathan taylor,george pickens,keenan allen,davante adams,michael mayer,raiders
8.57176,112.1,59900,0.67,aaron rodgers,josh jacobs,devon achane,tony pollard,stefon diggs,george pickens,emeka egbuka,michael mayer,rams
8.56818,113.7,59700,0.67,cooper rush,rico dowdle,bijan robinson,kyren williams,stefon diggs,george pickens,jakobi meyers,trey mcbride,browns
8.5681,112.9,60000,0.67,joe flacco,rachaad white,bijan robinson,james cook,drake london,george pickens,khalil shakir,zach ertz,browns
8.56751,113.0,59900,0.67,cam ward,bijan robinson,ashton jeanty,james cook,stefon diggs,george pickens,chris olave,zach ertz,browns
8.55341,112.9,60000,0.67,jacoby brissett,rico dowdle,josh jacobs,james cook,puka nacua,keenan allen,calvin ridley,zach ertz,cardinals
8.55287,111.8,59800,0.67,tua tagovailoa,jonathan taylor,ashton jeanty,dandre swift,stefon diggs,keenan allen,emeka egbuka,michael mayer,browns
8.54952,112.0,60000,0.67,sam darnold,christian mccaffrey,tony pollard,travis etienne,george pickens,ladd mcconkey,khalil shakir,sam laporta,rams
8.54628,112.3,60000,0.67,aaron rodgers,bijan robinson,jaylen warren,ashton jeanty,stefon diggs,puka nacua,keenan allen,cade otton,dolphins
8.54611,113.8,60000,0.67,joe flacco,christian mccaffrey,devon achane,jaylen warren,stefon diggs,drake london,keenan allen,hunter henry,rams
8.53083,112.7,60000,0.67,dillon gabriel,josh jacobs,devon achane,kyren williams,ladd mcconkey,chris olave,jaylen waddle,trey mcbride,dolphins
8.53054,111.8,59900,0.67,cooper rush,rachaad white,javonte williams,travis etienne,stefon diggs,drake london,george pickens,hunter henry,packers
8.52053,111.7,59800,0.67,michael penix,javonte williams,jonathan taylor,travis etienne,stefon diggs,jaylen waddle,calvin ridley,travis kelce,chiefs
8.5197,112.0,59900,0.67,jacoby brissett,christian mccaffrey,josh jacobs,dandre swift,stefon diggs,keenan allen,davante adams,michael mayer,packers
8.51954,112.2,60000,0.67,kyler murray,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,sam laporta,browns
8.51947,112.5,59900,0.67,jacoby brissett,christian mccaffrey,rachaad white,josh jacobs,drake london,tetairoa mcmillan,jaylen waddle,michael mayer,commanders
8.51434,111.5,60000,0.67,cooper rush,jacory croskeymerritt,javonte williams,jonathan taylor,stefon diggs,keenan allen,xavier worthy,tyler warren,cardinals
8.50939,112.6,60000,0.67,kyler murray,rico dowdle,josh jacobs,javonte williams,stefon diggs,george pickens,keenan allen,trey mcbride,browns
8.50829,112.1,59800,0.67,kyler murray,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
8.50637,110.5,59700,0.67,jacoby brissett,josh jacobs,jacory croskeymerritt,ashton jeanty,george pickens,keenan allen,ladd mcconkey,tyler warren,raiders
8.5049,112.6,60000,0.67,kyler murray,rico dowdle,rachaad white,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,trey mcbride,browns
8.50378,110.1,60000,0.67,dillon gabriel,rico dowdle,kyren williams,travis etienne,keenan allen,emeka egbuka,jaylen waddle,tucker kraft,browns
8.50204,111.7,60000,0.67,geno smith,devon achane,ashton jeanty,david montgomery,stefon diggs,drake london,davante adams,dalton kincaid,browns
8.5007,112.1,59900,0.67,kyler murray,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,ladd mcconkey,trey mcbride,browns
8.49959,112.8,59900,0.67,kyler murray,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,keenan allen,trey mcbride,browns
8.4951,112.8,59900,0.67,kyler murray,rico dowdle,rachaad white,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,browns
8.49253,110.9,60000,0.67,tua tagovailoa,jacory croskeymerritt,devon achane,quinshon judkins,puka nacua,george pickens,tez johnson,zach ertz,packers
8.49201,110.8,60000,0.67,kyler murray,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,george pickens,keenan allen,zach ertz,browns
8.492,112.8,60000,0.67,kyler murray,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,ladd mcconkey,trey mcbride,browns
8.49134,110.7,59800,0.67,jacoby brissett,rico dowdle,jacory croskeymerritt,james cook,stefon diggs,ladd mcconkey,amonra st brown,hunter henry,packers
8.4906,111.9,59900,0.67,kyler murray,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,george pickens,keenan allen,trey mcbride,browns
8.48687,111.5,59900,0.67,kyler murray,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,george pickens,keenan allen,trey mcbride,packers
8.48601,112.0,60000,0.67,dillon gabriel,rico dowdle,jonathan taylor,tony pollard,drake london,jakobi meyers,davante adams,hunter henry,cowboys
8.48301,111.9,60000,0.67,kyler murray,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,george pickens,ladd mcconkey,trey mcbride,browns
8.48221,111.0,59900,0.67,kyler murray,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,zach ertz,browns
8.47928,111.5,60000,0.67,kyler murray,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,george pickens,ladd mcconkey,trey mcbride,packers
8.47921,111.7,59900,0.67,kyler murray,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,zach ertz,browns
8.47847,110.6,59900,0.67,kyler murray,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,zach ertz,packers
8.47835,111.2,60000,0.67,kyler murray,rico dowdle,rachaad white,javonte williams,stefon diggs,puka nacua,keenan allen,travis kelce,browns
8.47772,110.8,60000,0.67,kyler murray,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,tetairoa mcmillan,zach ertz,browns
8.47707,111.7,59800,0.67,kyler murray,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,keenan allen,trey mcbride,packers
8.47462,111.0,60000,0.67,kyler murray,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,ladd mcconkey,zach ertz,browns
8.47446,110.6,60000,0.67,cooper rush,rachaad white,bijan robinson,tony pollard,stefon diggs,emeka egbuka,davante adams,zach ertz,packers
8.43546,112.1,59500,0.67,jacoby brissett,rachaad white,javonte williams,jonathan taylor,drake london,tetairoa mcmillan,jakobi meyers,sam laporta,dolphins
8.41247,112.9,59800,0.67,aaron rodgers,christian mccaffrey,bijan robinson,dandre swift,stefon diggs,deebo samuel sr,jakobi meyers,michael mayer,packers
8.40698,111.0,59900,0.67,jacoby brissett,rico dowdle,rachaad white,devon achane,ladd mcconkey,jakobi meyers,amonra st brown,jake ferguson,raiders
8.37436,110.0,59900,0.67,cam ward,jonathan taylor,jaylen warren,james cook,keenan allen,tetairoa mcmillan,tez johnson,trey mcbride,packers
8.34583,110.6,59900,0.67,cooper rush,rachaad white,devon achane,james cook,stefon diggs,michael pittman,jakobi meyers,jake ferguson,packers
8.33212,110.4,59700,0.67,tua tagovailoa,jonathan taylor,dandre swift,rhamondre stevenson,stefon diggs,jakobi meyers,davante adams,trey mcbride,colts
8.29587,109.3,60000,0.67,kyler murray,rico dowdle,rachaad white,javonte williams,drake london,keenan allen,khalil shakir,jake ferguson,packers
8.28477,110.7,60000,0.67,kyler murray,rico dowdle,christian mccaffrey,devon achane,drake london,george pickens,keenan allen,michael mayer,dolphins
8.27489,108.2,59900,0.67,joe flacco,rico dowdle,javonte williams,jahmyr gibbs,jakobi meyers,jaxon smithnjigba,romeo doubs,michael mayer,steelers
8.24674,108.9,59900,0.67,kyler murray,rico dowdle,josh jacobs,javonte williams,drake london,ladd mcconkey,jaylen waddle,juwan johnson,raiders
8.21697,109.6,59800,0.67,kyler murray,rico dowdle,christian mccaffrey,rachaad white,tetairoa mcmillan,jakobi meyers,davante adams,sam laporta,browns
8.21425,108.0,59900,0.67,joe flacco,javonte williams,jonathan taylor,rhamondre stevenson,tetairoa mcmillan,khalil shakir,matthew golden,tucker kraft,packers
8.20034,109.1,59800,0.67,cooper rush,rachaad white,james cook,rhamondre stevenson,stefon diggs,drake london,amonra st brown,trey mcbride,chiefs
8.09468,107.4,59900,0.67,kyler murray,rico dowdle,devon achane,james cook,drake london,ladd mcconkey,michael pittman,michael mayer,packers
8.07506,107.6,60000,0.67,kyler murray,josh jacobs,javonte williams,tony pollard,drake london,george pickens,khalil shakir,sam laporta,raiders
8.02073,105.2,60000,0.67,kyler murray,rico dowdle,javonte williams,kyren williams,emeka egbuka,michael pittman,davante adams,cade otton,dolphins
7.96728,106.8,60000,0.67,tyler huntley,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.96428,107.5,60000,0.67,tyler huntley,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.96354,106.4,60000,0.67,tyler huntley,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.96246,106.3,59900,0.67,kyler murray,rachaad white,james cook,tony pollard,stefon diggs,drake london,jaylen waddle,trey mcbride,steelers
7.95772,106.7,60000,0.67,jalen milroe,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.95473,107.4,60000,0.67,jalen milroe,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.95399,106.3,60000,0.67,jalen milroe,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.9511,106.1,59900,0.67,tyler huntley,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.94986,106.2,59900,0.67,kyler murray,jacory croskeymerritt,quinshon judkins,james cook,stefon diggs,george pickens,tetairoa mcmillan,trey mcbride,patriots
7.94154,106.0,59900,0.67,jalen milroe,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.93988,106.1,60000,0.67,tyler huntley,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.93861,106.5,60000,0.67,anthony richardson sr,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.93566,106.8,59900,0.67,tyler huntley,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.93561,107.2,60000,0.67,anthony richardson sr,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.93487,106.1,60000,0.67,anthony richardson sr,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.93137,106.8,60000,0.67,tyler huntley,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.93038,106.7,60000,0.67,tyler huntley,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.93032,106.0,60000,0.67,jalen milroe,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.92905,106.4,60000,0.67,tyler shough,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.92905,106.4,60000,0.67,andy dalton,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.92905,106.4,60000,0.67,zach wilson,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.92905,106.4,60000,0.67,jimmy garoppolo,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.92905,106.4,60000,0.67,joe milton,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.92905,106.4,60000,0.67,mitchell trubisky,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.92905,106.4,60000,0.67,malik willis,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.92611,106.7,59900,0.67,jalen milroe,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.92606,107.1,60000,0.67,tyler shough,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.92606,107.1,60000,0.67,andy dalton,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.92606,107.1,60000,0.67,zach wilson,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.92606,107.1,60000,0.67,jimmy garoppolo,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.92606,107.1,60000,0.67,joe milton,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.92606,107.1,60000,0.67,mitchell trubisky,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.92606,107.1,60000,0.67,malik willis,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.92587,107.0,59800,0.67,tyler huntley,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.92532,106.0,60000,0.67,tyler shough,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.92532,106.0,60000,0.67,andy dalton,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.92532,106.0,60000,0.67,zach wilson,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.92532,106.0,60000,0.67,jimmy garoppolo,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.92532,106.0,60000,0.67,joe milton,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.92532,106.0,60000,0.67,mitchell trubisky,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.92532,106.0,60000,0.67,malik willis,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.92441,106.7,59700,0.67,tyler huntley,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.92399,107.4,60000,0.67,tyler huntley,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.92283,106.8,60000,0.67,tyler huntley,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.92243,105.8,59900,0.67,anthony richardson sr,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.92239,105.9,60000,0.67,tyler huntley,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.92182,106.7,60000,0.67,jalen milroe,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.92128,104.6,60000,0.67,tyler huntley,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.92083,106.6,60000,0.67,jalen milroe,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.91949,106.3,60000,0.67,joshua dobbs,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.91949,106.3,60000,0.67,tyson bagent,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.91865,105.5,60000,0.67,tyler huntley,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.9165,107.0,60000,0.67,joshua dobbs,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.9165,107.0,60000,0.67,tyson bagent,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.91631,106.9,59800,0.67,jalen milroe,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.91586,106.3,60000,0.67,tyler huntley,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.91581,105.2,60000,0.67,tyler huntley,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,emeka egbuka,sam laporta,browns
7.91576,105.9,60000,0.67,joshua dobbs,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.91576,105.9,60000,0.67,tyson bagent,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.91571,107.4,59800,0.67,tyler huntley,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,george pickens,trey mcbride,browns
7.91485,106.6,60000,0.67,tyler huntley,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,raiders
7.91485,106.6,59700,0.67,jalen milroe,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.91461,106.9,59600,0.67,tyler huntley,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.91443,107.3,60000,0.67,jalen milroe,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.91327,106.7,60000,0.67,jalen milroe,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.91287,105.7,59900,0.67,tyler shough,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.91287,105.7,59900,0.67,andy dalton,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.91287,105.7,59900,0.67,zach wilson,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.91287,105.7,59900,0.67,jimmy garoppolo,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.91287,105.7,59900,0.67,joe milton,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.91287,105.7,59900,0.67,mitchell trubisky,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.91287,105.7,59900,0.67,malik willis,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.91283,105.8,60000,0.67,jalen milroe,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.91173,104.5,60000,0.67,jalen milroe,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.91121,105.8,60000,0.67,anthony richardson sr,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.90994,106.2,60000,0.67,nick mullens,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.90994,106.2,60000,0.67,mason rudolph,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.90994,106.2,60000,0.67,shedeur sanders,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.9091,105.4,60000,0.67,jalen milroe,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.90699,106.5,59900,0.67,anthony richardson sr,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.90694,106.9,60000,0.67,nick mullens,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.90694,106.9,60000,0.67,mason rudolph,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.90694,106.9,60000,0.67,shedeur sanders,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.9063,106.2,60000,0.67,jalen milroe,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.90626,105.1,60000,0.67,jalen milroe,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,emeka egbuka,sam laporta,browns
7.9062,105.8,60000,0.67,nick mullens,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.9062,105.8,60000,0.67,mason rudolph,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.9062,105.8,60000,0.67,shedeur sanders,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.90615,107.3,59800,0.67,jalen milroe,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,george pickens,trey mcbride,browns
7.9053,106.5,60000,0.67,jalen milroe,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,raiders
7.90505,106.8,59600,0.67,jalen milroe,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.90449,105.6,60000,0.67,kyler murray,josh jacobs,dandre swift,jahmyr gibbs,tetairoa mcmillan,ladd mcconkey,jaylen waddle,sam laporta,cardinals
7.90332,105.6,59900,0.67,joshua dobbs,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.90332,105.6,59900,0.67,tyson bagent,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.9027,106.5,60000,0.67,anthony richardson sr,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.90171,106.4,60000,0.67,anthony richardson sr,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.90165,105.7,60000,0.67,tyler shough,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.90165,105.7,60000,0.67,andy dalton,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.90165,105.7,60000,0.67,zach wilson,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.90165,105.7,60000,0.67,jimmy garoppolo,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.90165,105.7,60000,0.67,joe milton,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.90165,105.7,60000,0.67,mitchell trubisky,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.90165,105.7,60000,0.67,malik willis,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.90038,106.1,60000,0.67,brandon allen,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.90038,106.1,60000,0.67,kirk cousins,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.90038,106.1,60000,0.67,drew lock,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.89744,106.4,59900,0.67,tyler shough,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.89744,106.4,59900,0.67,andy dalton,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.89744,106.4,59900,0.67,zach wilson,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.89744,106.4,59900,0.67,jimmy garoppolo,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.89744,106.4,59900,0.67,joe milton,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.89744,106.4,59900,0.67,mitchell trubisky,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.89744,106.4,59900,0.67,malik willis,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
