Score,Total Projected Pts,Total Cost,Proj Pts Weight,QB,SP1,SP2,SP3,SP4,SP5,SP6,SP7,D
7.72232,104.2,59800,0.67,brandon allen,rico dowdle,javonte williams,jonathan taylor,keenan allen,tetairoa mcmillan,ladd mcconkey,trey mcbride,browns
7.72123,103.8,59900,0.67,tyson bagent,rico dowdle,christian mccaffrey,jacory croskeymerritt,keenan allen,emeka egbuka,davante adams,trey mcbride,dolphins
7.7198,103.9,59700,0.67,nick mullens,rico dowdle,josh jacobs,devon achane,drake london,keenan allen,emeka egbuka,zach ertz,browns
7.71937,105.6,59800,0.67,joshua dobbs,rico dowdle,christian mccaffrey,javonte williams,drake london,tetairoa mcmillan,jakobi meyers,trey mcbride,browns
7.71883,102.3,59900,0.67,jake browning,rico dowdle,rachaad white,jacory croskeymerritt,puka nacua,tetairoa mcmillan,emeka egbuka,michael mayer,packers
7.71429,103.7,60000,0.67,jake browning,rico dowdle,javonte williams,devon achane,stefon diggs,george pickens,emeka egbuka,travis kelce,browns
7.71368,104.2,60000,0.67,tyson bagent,rico dowdle,christian mccaffrey,jacory croskeymerritt,chris olave,emeka egbuka,davante adams,trey mcbride,browns
7.71277,104.1,59800,0.67,gardner minshew,rico dowdle,javonte williams,jonathan taylor,keenan allen,tetairoa mcmillan,ladd mcconkey,trey mcbride,browns
7.71029,103.2,60000,0.67,mitchell trubisky,rachaad white,josh jacobs,javonte williams,keenan allen,jaylen waddle,davante adams,trey mcbride,browns
7.70947,104.4,59900,0.67,gardner minshew,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,emeka egbuka,michael pittman,trey mcbride,packers
7.69811,104.5,59600,0.67,marcus mariota,rico dowdle,christian mccaffrey,javonte williams,stefon diggs,george pickens,jaylen waddle,hunter henry,browns
7.69235,104.1,59800,0.67,zach wilson,rico dowdle,christian mccaffrey,josh jacobs,drake london,tetairoa mcmillan,jaylen waddle,cade otton,browns
7.68907,103.2,60000,0.67,jimmy garoppolo,rico dowdle,javonte williams,jahmyr gibbs,stefon diggs,drake london,ladd mcconkey,travis kelce,packers
7.68898,103.0,59900,0.67,tyson bagent,rico dowdle,rachaad white,javonte williams,keenan allen,davante adams,xavier worthy,trey mcbride,packers
7.68801,103.1,59800,0.67,jimmy garoppolo,rico dowdle,jacory croskeymerritt,bijan robinson,puka nacua,chris olave,jaylen waddle,travis kelce,browns
7.68633,103.8,59900,0.67,joe milton,rico dowdle,rachaad white,josh jacobs,drake london,george pickens,ladd mcconkey,jake ferguson,chiefs
7.68625,105.6,59900,0.67,jalen milroe,rico dowdle,christian mccaffrey,james cook,stefon diggs,drake london,jakobi meyers,trey mcbride,browns
7.68535,103.3,59900,0.67,shedeur sanders,rico dowdle,josh jacobs,javonte williams,keenan allen,emeka egbuka,khalil shakir,trey mcbride,colts
7.68428,103.0,60000,0.67,andy dalton,rico dowdle,rachaad white,josh jacobs,george pickens,ladd mcconkey,davante adams,tucker kraft,browns
7.6836,105.4,60000,0.67,andy dalton,rico dowdle,christian mccaffrey,rachaad white,stefon diggs,drake london,rome odunze,trey mcbride,raiders
7.68081,103.0,60000,0.67,gardner minshew,josh jacobs,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,ladd mcconkey,hunter henry,cardinals
7.67635,104.7,59900,0.67,jake browning,rico dowdle,rachaad white,bijan robinson,stefon diggs,puka nacua,jakobi meyers,sam laporta,browns
7.6756,104.1,60000,0.67,anthony richardson sr,rico dowdle,javonte williams,bijan robinson,drake london,george pickens,jaylen waddle,hunter henry,dolphins
7.67388,102.7,60000,0.67,tyler shough,rico dowdle,javonte williams,jonathan taylor,ladd mcconkey,jaylen waddle,davante adams,zach ertz,browns
7.67193,104.3,59800,0.67,tyler huntley,christian mccaffrey,rachaad white,josh jacobs,stefon diggs,george pickens,jakobi meyers,hunter henry,browns
7.67081,102.6,60000,0.67,shedeur sanders,rico dowdle,javonte williams,tony pollard,puka nacua,keenan allen,emeka egbuka,hunter henry,browns
7.66885,103.7,59800,0.67,jalen milroe,rico dowdle,christian mccaffrey,javonte williams,stefon diggs,tetairoa mcmillan,xavier worthy,travis kelce,colts
7.66253,103.7,60000,0.67,andy dalton,christian mccaffrey,josh jacobs,javonte williams,stefon diggs,tetairoa mcmillan,jaylen waddle,zach ertz,raiders
7.66012,104.1,60000,0.67,tyler huntley,christian mccaffrey,josh jacobs,jacory croskeymerritt,stefon diggs,george pickens,xavier worthy,sam laporta,cardinals
7.65602,104.5,60000,0.67,malik willis,rico dowdle,christian mccaffrey,josh jacobs,stefon diggs,jaylen waddle,calvin ridley,hunter henry,packers
7.65585,101.9,60000,0.67,marcus mariota,josh jacobs,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,khalil shakir,zach ertz,colts
7.65453,102.2,59900,0.67,jalen milroe,rico dowdle,rachaad white,javonte williams,chris olave,emeka egbuka,davante adams,hunter henry,packers
7.64887,102.6,60000,0.67,joe milton,christian mccaffrey,josh jacobs,jacory croskeymerritt,keenan allen,ladd mcconkey,keon coleman,trey mcbride,packers
7.64864,103.0,59800,0.67,shedeur sanders,christian mccaffrey,rachaad white,jacory croskeymerritt,stefon diggs,tetairoa mcmillan,emeka egbuka,sam laporta,packers
7.64847,102.3,59800,0.67,mason rudolph,rico dowdle,josh jacobs,bijan robinson,tetairoa mcmillan,ladd mcconkey,emeka egbuka,cade otton,browns
7.6484,102.4,60000,0.67,joshua dobbs,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,emeka egbuka,jakobi meyers,tyler warren,colts
7.6432,102.4,59800,0.67,drew lock,josh jacobs,jacory croskeymerritt,javonte williams,drake london,jaylen waddle,davante adams,sam laporta,browns
7.64236,102.3,59900,0.67,andy dalton,rico dowdle,jacory croskeymerritt,kyren williams,puka nacua,keenan allen,chris olave,sam laporta,packers
7.64223,102.6,59800,0.67,tyler shough,rico dowdle,jacory croskeymerritt,jonathan taylor,stefon diggs,drake london,jaylen waddle,travis kelce,steelers
7.63901,102.7,59900,0.67,jake browning,rico dowdle,rachaad white,jonathan taylor,keenan allen,tetairoa mcmillan,ladd mcconkey,jake ferguson,browns
7.63231,102.3,59900,0.67,kirk cousins,josh jacobs,jacory croskeymerritt,bijan robinson,george pickens,tetairoa mcmillan,ladd mcconkey,hunter henry,browns
7.6322,103.6,59800,0.67,joe milton,rico dowdle,javonte williams,devon achane,drake london,puka nacua,jakobi meyers,michael mayer,raiders
7.62905,102.3,60000,0.67,brandon allen,rico dowdle,javonte williams,james cook,stefon diggs,puka nacua,keenan allen,cade otton,colts
7.62692,103.3,60000,0.67,gardner minshew,josh jacobs,jacory croskeymerritt,javonte williams,puka nacua,ladd mcconkey,calvin ridley,trey mcbride,dolphins
7.62684,101.5,60000,0.67,joe milton,rachaad white,josh jacobs,tony pollard,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.62535,103.1,59500,0.67,drew lock,rico dowdle,jacory croskeymerritt,bijan robinson,stefon diggs,drake london,george pickens,dalton kincaid,packers
7.62503,103.2,59800,0.67,tyler shough,rico dowdle,josh jacobs,bijan robinson,drake london,george pickens,jakobi meyers,michael mayer,colts
7.62439,102.9,60000,0.67,jake browning,rico dowdle,christian mccaffrey,rachaad white,drake london,keenan allen,tetairoa mcmillan,travis kelce,patriots
7.6242,102.8,60000,0.67,mason rudolph,rico dowdle,josh jacobs,jonathan taylor,stefon diggs,jaylen waddle,davante adams,michael mayer,raiders
7.61732,101.0,60000,0.67,marcus mariota,rachaad white,jacory croskeymerritt,jonathan taylor,tetairoa mcmillan,ladd mcconkey,emeka egbuka,travis kelce,browns
7.61576,101.4,59900,0.67,jimmy garoppolo,josh jacobs,jacory croskeymerritt,devon achane,tetairoa mcmillan,emeka egbuka,jaylen waddle,travis kelce,browns
7.61525,103.3,60000,0.67,mason rudolph,christian mccaffrey,javonte williams,devon achane,stefon diggs,ladd mcconkey,davante adams,zach ertz,browns
7.61246,101.8,60000,0.67,malik willis,rico dowdle,jacory croskeymerritt,jahmyr gibbs,ladd mcconkey,jaylen waddle,davante adams,trey mcbride,packers
7.61167,101.2,59800,0.67,joshua dobbs,josh jacobs,jacory croskeymerritt,dandre swift,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.61086,102.1,59700,0.67,brandon allen,rico dowdle,javonte williams,bijan robinson,keenan allen,jaylen waddle,davante adams,hunter henry,browns
7.61079,102.8,60000,0.67,jimmy garoppolo,rachaad white,bijan robinson,ashton jeanty,george pickens,keenan allen,ladd mcconkey,trey mcbride,browns
7.61003,103.2,60000,0.67,jalen milroe,rico dowdle,rachaad white,ashton jeanty,puka nacua,tetairoa mcmillan,chris olave,tyler warren,browns
7.60684,103.2,59900,0.67,drew lock,jacory croskeymerritt,javonte williams,jonathan taylor,stefon diggs,drake london,xavier worthy,sam laporta,browns
7.60666,102.1,60000,0.67,tyler shough,rachaad white,jacory croskeymerritt,bijan robinson,stefon diggs,emeka egbuka,xavier worthy,sam laporta,packers
7.60233,103.4,59800,0.67,marcus mariota,rico dowdle,bijan robinson,jaylen warren,drake london,keenan allen,tetairoa mcmillan,trey mcbride,packers
7.60213,102.4,59800,0.67,gardner minshew,rico dowdle,jacory croskeymerritt,jonathan taylor,stefon diggs,tetairoa mcmillan,emeka egbuka,tucker kraft,browns
7.60096,103.0,60000,0.67,mason rudolph,josh jacobs,jacory croskeymerritt,bijan robinson,stefon diggs,tetairoa mcmillan,davante adams,trey mcbride,cardinals
7.59948,102.1,59600,0.67,mitchell trubisky,rachaad white,josh jacobs,javonte williams,stefon diggs,tetairoa mcmillan,emeka egbuka,hunter henry,raiders
7.59729,102.5,60000,0.67,tyler shough,rachaad white,josh jacobs,bijan robinson,keenan allen,jaylen waddle,xavier worthy,sam laporta,browns
7.59323,102.7,59900,0.67,jalen milroe,rico dowdle,javonte williams,bijan robinson,puka nacua,jaylen waddle,michael pittman,michael mayer,saints
7.59209,102.6,59900,0.67,drew lock,christian mccaffrey,josh jacobs,jacory croskeymerritt,george pickens,chris olave,jaylen waddle,hunter henry,browns
7.59024,102.0,60000,0.67,joshua dobbs,rachaad white,josh jacobs,tony pollard,puka nacua,george pickens,jaylen waddle,zach ertz,browns
7.58924,102.9,59900,0.67,zach wilson,rico dowdle,josh jacobs,bijan robinson,stefon diggs,emeka egbuka,jakobi meyers,hunter henry,buccaneers
7.5858,101.9,60000,0.67,jalen milroe,jacory croskeymerritt,javonte williams,jahmyr gibbs,stefon diggs,drake london,emeka egbuka,hunter henry,raiders
7.58431,102.8,60000,0.67,marcus mariota,christian mccaffrey,rachaad white,ashton jeanty,stefon diggs,george pickens,tetairoa mcmillan,travis kelce,browns
7.58428,101.6,60000,0.67,joe milton,rico dowdle,ashton jeanty,james cook,stefon diggs,george pickens,ladd mcconkey,travis kelce,packers
7.58324,102.5,60000,0.67,mitchell trubisky,rico dowdle,josh jacobs,jaylen warren,puka nacua,tetairoa mcmillan,chris olave,travis kelce,colts
7.58281,102.8,59900,0.67,gardner minshew,rico dowdle,javonte williams,quinshon judkins,drake london,puka nacua,ladd mcconkey,zach ertz,raiders
7.58108,101.5,60000,0.67,mason rudolph,rico dowdle,javonte williams,jonathan taylor,keenan allen,tetairoa mcmillan,davante adams,michael mayer,rams
7.57703,103.0,59900,0.67,nick mullens,christian mccaffrey,jacory croskeymerritt,ashton jeanty,stefon diggs,tetairoa mcmillan,davante adams,trey mcbride,browns
7.5757,102.6,59900,0.67,tyson bagent,rico dowdle,jacory croskeymerritt,jonathan taylor,tetairoa mcmillan,chris olave,davante adams,trey mcbride,colts
7.56941,100.6,59800,0.67,jalen milroe,josh jacobs,jacory croskeymerritt,bijan robinson,keenan allen,emeka egbuka,jakobi meyers,zach ertz,rams
7.56646,102.8,60000,0.67,joe milton,christian mccaffrey,josh jacobs,jacory croskeymerritt,drake london,ladd mcconkey,michael pittman,sam laporta,titans
7.56478,102.7,60000,0.67,jalen milroe,rachaad white,javonte williams,jonathan taylor,drake london,tetairoa mcmillan,khalil shakir,hunter henry,browns
7.56388,103.3,59900,0.67,drew lock,josh jacobs,jonathan taylor,jaylen warren,stefon diggs,drake london,keenan allen,sam laporta,browns
7.56095,102.2,59800,0.67,andy dalton,rachaad white,jacory croskeymerritt,jaylen warren,puka nacua,george pickens,chris olave,trey mcbride,packers
7.56059,101.6,60000,0.67,tyler shough,rico dowdle,javonte williams,ashton jeanty,george pickens,keenan allen,tetairoa mcmillan,tyler warren,rams
7.55709,102.4,60000,0.67,anthony richardson sr,rico dowdle,jonathan taylor,ashton jeanty,stefon diggs,george pickens,jakobi meyers,travis kelce,raiders
7.55704,102.4,59600,0.67,kirk cousins,christian mccaffrey,javonte williams,ashton jeanty,stefon diggs,george pickens,ladd mcconkey,zach ertz,browns
7.55485,102.4,60000,0.67,joe milton,christian mccaffrey,jacory croskeymerritt,tony pollard,puka nacua,ladd mcconkey,jaylen waddle,trey mcbride,dolphins
7.5536,103.5,59800,0.67,tyson bagent,rico dowdle,christian mccaffrey,rachaad white,stefon diggs,deebo samuel sr,emeka egbuka,travis kelce,colts
7.55357,103.3,59800,0.67,nick mullens,rico dowdle,bijan robinson,jaylen warren,puka nacua,ladd mcconkey,khalil shakir,trey mcbride,browns
7.55137,100.8,60000,0.67,gardner minshew,josh jacobs,jacory croskeymerritt,ashton jeanty,keenan allen,ladd mcconkey,davante adams,trey mcbride,colts
7.5502,102.1,60000,0.67,brandon allen,rachaad white,jacory croskeymerritt,devon achane,puka nacua,chris olave,jaylen waddle,jake ferguson,browns
7.54953,101.4,60000,0.67,zach wilson,rico dowdle,jacory croskeymerritt,devon achane,george pickens,keenan allen,amonra st brown,hunter henry,colts
7.54704,102.0,60000,0.67,andy dalton,rico dowdle,rachaad white,tony pollard,puka nacua,emeka egbuka,xavier worthy,sam laporta,raiders
7.54372,101.6,60000,0.67,malik willis,rico dowdle,rachaad white,travis etienne,drake london,george pickens,tetairoa mcmillan,tyler warren,packers
7.54058,101.1,60000,0.67,zach wilson,jacory croskeymerritt,javonte williams,kyren williams,puka nacua,ladd mcconkey,keon coleman,trey mcbride,browns
7.54025,101.7,59900,0.67,jimmy garoppolo,rico dowdle,christian mccaffrey,javonte williams,emeka egbuka,michael pittman,davante adams,michael mayer,buccaneers
7.53581,101.2,59900,0.67,joshua dobbs,rico dowdle,bijan robinson,ashton jeanty,ladd mcconkey,emeka egbuka,michael pittman,travis kelce,browns
7.53367,102.4,60000,0.67,nick mullens,rico dowdle,josh jacobs,kyren williams,stefon diggs,tetairoa mcmillan,rome odunze,trey mcbride,raiders
7.53302,102.1,59900,0.67,kirk cousins,rico dowdle,javonte williams,jonathan taylor,drake london,george pickens,khalil shakir,cade otton,raiders
7.53172,102.0,60000,0.67,tyler huntley,christian mccaffrey,javonte williams,jonathan taylor,keenan allen,jaylen waddle,michael pittman,michael mayer,dolphins
7.5311,103.0,59800,0.67,shedeur sanders,rico dowdle,christian mccaffrey,james cook,stefon diggs,tetairoa mcmillan,jaylen waddle,sam laporta,colts
7.53069,101.3,59900,0.67,marcus mariota,christian mccaffrey,josh jacobs,jacory croskeymerritt,george pickens,chris olave,emeka egbuka,michael mayer,chiefs
7.51611,102.3,59900,0.67,shedeur sanders,christian mccaffrey,javonte williams,james cook,stefon diggs,drake london,ladd mcconkey,zach ertz,cardinals
7.5157,101.1,59700,0.67,malik willis,christian mccaffrey,jacory croskeymerritt,james cook,stefon diggs,chris olave,emeka egbuka,travis kelce,browns
7.51548,102.1,59900,0.67,zach wilson,christian mccaffrey,josh jacobs,jacory croskeymerritt,stefon diggs,tetairoa mcmillan,jaxon smithnjigba,zach ertz,dolphins
7.51299,100.9,59900,0.67,tyler huntley,christian mccaffrey,jacory croskeymerritt,bijan robinson,george pickens,ladd mcconkey,jaylen waddle,cade otton,cowboys
7.51065,101.2,60000,0.67,jake browning,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,tetairoa mcmillan,rome odunze,tyler warren,buccaneers
7.497,100.5,60000,0.67,marcus mariota,rico dowdle,rachaad white,jahmyr gibbs,tetairoa mcmillan,emeka egbuka,davante adams,travis kelce,dolphins
7.49214,102.3,59900,0.67,kirk cousins,rico dowdle,javonte williams,quinshon judkins,drake london,tetairoa mcmillan,emeka egbuka,trey mcbride,titans
7.49159,100.4,59900,0.67,jimmy garoppolo,josh jacobs,jacory croskeymerritt,kyren williams,stefon diggs,puka nacua,tetairoa mcmillan,cade otton,chiefs
7.4911,102.5,59900,0.67,mason rudolph,rico dowdle,javonte williams,jonathan taylor,chris olave,jakobi meyers,xavier worthy,trey mcbride,raiders
7.49034,101.0,60000,0.67,gardner minshew,josh jacobs,bijan robinson,jaylen warren,george pickens,tetairoa mcmillan,emeka egbuka,michael mayer,browns
7.48663,101.9,60000,0.67,mason rudolph,rachaad white,javonte williams,jahmyr gibbs,stefon diggs,drake london,emeka egbuka,sam laporta,saints
7.48503,99.3,60000,0.67,joshua dobbs,rico dowdle,tony pollard,kyren williams,george pickens,ladd mcconkey,emeka egbuka,travis kelce,packers
7.48292,102.3,59900,0.67,andy dalton,rico dowdle,christian mccaffrey,jonathan taylor,tetairoa mcmillan,jakobi meyers,khalil shakir,zach ertz,colts
7.47963,101.6,59900,0.67,mitchell trubisky,rachaad white,josh jacobs,james cook,stefon diggs,drake london,jaylen waddle,tyler warren,dolphins
7.47891,101.1,60000,0.67,brandon allen,javonte williams,ashton jeanty,travis etienne,stefon diggs,drake london,puka nacua,michael mayer,browns
7.4776,102.5,60000,0.67,zach wilson,christian mccaffrey,javonte williams,ashton jeanty,tetairoa mcmillan,michael pittman,jakobi meyers,trey mcbride,browns
7.47748,100.3,60000,0.67,anthony richardson sr,josh jacobs,javonte williams,james cook,stefon diggs,tetairoa mcmillan,emeka egbuka,cade otton,chiefs
7.47609,100.6,60000,0.67,mason rudolph,rachaad white,josh jacobs,jaylen warren,puka nacua,tetairoa mcmillan,emeka egbuka,cade otton,dolphins
7.47301,102.4,59900,0.67,jake browning,rico dowdle,jonathan taylor,rhamondre stevenson,stefon diggs,drake london,michael pittman,trey mcbride,packers
7.46916,100.8,60000,0.67,malik willis,rico dowdle,bijan robinson,travis etienne,puka nacua,ladd mcconkey,khalil shakir,travis kelce,dolphins
