lineup_id,tier,temperature,player_ids,total_salary,milp_projection,mean,median,p10,p90,std,skewness,fitness
89,1,0.0,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12529",60000,119.2,125.15929559833452,121.95181804109222,93.3079453933249,159.84581958401336,27.451999747112215,0.11683948662354576,159.84581958401336
90,3,2.56495359250262,"123617-138820,123617-55050,123617-151966,123617-90573,123617-103539,123617-86518,123617-154971,123617-86080,123617-12548",60000,117.0,123.85727881441967,120.78912254279783,92.66973142515116,159.84026129013589,27.24461118550856,0.1126151608745953,159.84026129013589
91,3,1.5767034143821204,"123617-138820,123617-55050,123617-151966,123617-103539,123617-86518,123617-110484,123617-151903,123617-40845,123617-12538",60000,117.4,123.87002801492962,120.43752121491433,92.32885658467573,159.82980579663194,26.922001132901354,0.12749820427800318,159.82980579663194
92,3,1.8995271924986947,"123617-138820,123617-152316,123617-167031,123617-90573,123617-103539,123617-110484,123617-86312,123617-40845,123617-12550",60000,117.4,122.55170058071235,118.96264260787717,90.53887239298889,159.8115171225884,27.677129191628886,0.12967594825263562,159.8115171225884
93,3,1.9766043065328829,"123617-138820,123617-55050,123617-152316,123617-87770,123617-103539,123617-110484,123617-151903,123617-86811,123617-12534",60000,117.0,122.54934654277342,119.65058507002743,90.42778814947334,159.8010937143008,27.630079773175627,0.10491325021653469,159.8010937143008
94,1,0.0,"123617-138820,123617-55050,123617-63589,123617-167620,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",60000,118.29999999999998,124.44003980069573,120.90369429568986,92.59069534145073,159.79893371143407,27.339592427642152,0.12934887432449022,159.79893371143407
95,3,2.9644424725599765,"123617-138820,123617-55050,123617-69189,123617-167620,123617-103539,123617-86518,123617-110484,123617-86080,123617-12542",59900,117.1,122.9814468383167,119.49383775818875,91.66577107585876,159.7975609995516,27.327196246446537,0.12762410928202927,159.7975609995516
96,1,0.0,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12548",60000,119.1,125.17065474865832,122.10579551220377,93.4189799546255,159.7679435082343,26.974533929224222,0.1136204704962143,159.7679435082343
97,1,0.0,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-57403,123617-110484,123617-86080,123617-12546",60000,119.0,123.55331549574795,119.88293087800862,91.5530421257678,159.76204017897192,27.523400084985123,0.13335505811077608,159.76204017897192
98,2,0.3119402985074627,"123617-138820,123617-55050,123617-102965,123617-151794,123617-167620,123617-110484,123617-151903,123617-86312,123617-12534",60000,118.2,123.60459370894024,120.007384525789,92.054967251858,159.75706507564126,27.26149316147501,0.13195202338493647,159.75706507564126
99,2,0.3298507462686567,"123617-138820,123617-55050,123617-152647,123617-90573,123617-129471,123617-103539,123617-151903,123617-40845,123617-12537",60000,118.2,124.07772742761063,121.30675888208674,91.87794251047289,159.75661003796145,26.932928761658165,0.10288404094651037,159.75661003796145
100,3,1.8451738188318951,"123617-138820,123617-55050,123617-152647,123617-89951,123617-90573,123617-86518,123617-103619,123617-86080,123617-12539",59900,117.3,123.04657511642124,119.89540643143508,91.39386582748357,159.71001041030985,27.012064191157783,0.11665782602492386,159.71001041030985
101,1,0.0,"123617-138820,123617-55050,123617-89951,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",60000,119.7,125.0112853739903,121.82758054112031,92.98262455662864,159.70818477252843,27.470615660486477,0.11589492103918912,159.70818477252843
102,3,2.494155018086066,"123617-138820,123617-55050,123617-89951,123617-57403,123617-103539,123617-86518,123617-110484,123617-40845,123617-12548",60000,117.2,124.26614994285778,121.77303651492088,92.39835847701235,159.69582505560922,27.0055128979759,0.09231868460916241,159.69582505560922
103,1,0.0,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-137516,123617-40845,123617-12548",59900,126.59999999999998,124.34588580537724,121.01523133828442,93.07594106695767,159.69092361701306,26.765836750775417,0.12443677730330335,159.69092361701306
104,2,0.5567164179104478,"123617-138820,123617-152316,123617-152647,123617-90573,123617-167620,123617-86518,123617-110484,123617-40845,123617-12542",59900,117.8,123.2776502368376,119.41662449500679,91.7262540176706,159.61402990057056,28.000851231207527,0.13788958449690353,159.61402990057056
105,2,0.3895522388059701,"123617-138820,123617-152316,123617-152647,123617-90573,123617-86518,123617-110484,123617-86312,123617-86080,123617-12548",59700,117.9,123.2952358590956,119.34679355995733,92.15387125267692,159.60480801564435,27.795694674239883,0.14205229786170978,159.60480801564435
106,1,0.0,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-86312,123617-86080,123617-12525",60000,119.5,124.79877942005785,121.3302076409842,92.98603631321484,159.59279175043213,27.68568724657368,0.1252839327477023,159.59279175043213
107,3,1.7939518844941396,"123617-138820,123617-55050,123617-102965,123617-87770,123617-90573,123617-103539,123617-110484,123617-103587,123617-12537",59900,117.3,122.75224909421998,119.54257931996497,90.7613729771693,159.58976327264966,27.27879917070753,0.11766169596283427,159.58976327264966
108,3,2.556612182819201,"123617-138820,123617-55050,123617-152647,123617-129471,123617-103539,123617-151903,123617-120639,123617-86080,123617-12548",60000,117.3,124.27777044366466,120.74394525816521,92.21800340361649,159.5834514061243,27.99304001828648,0.1262394217702321,159.5834514061243
109,1,0.0,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-151903,123617-40845,123617-12525",60000,130.1,124.69242930883891,121.22545001941796,93.09006813184017,159.562315126904,27.641762046280434,0.12542540825061027,159.562315126904
110,3,2.004140770861688,"123617-138820,123617-55050,123617-102965,123617-167620,123617-103539,123617-137530,123617-110484,123617-151903,123617-12537",59900,117.29999999999998,123.26058326542967,119.69633004860171,92.32104878166948,159.55247515509276,27.403254589954564,0.13006678477287664,159.55247515509276
111,1,0.0,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-86312,123617-40845,123617-12542",60000,119.09999999999998,123.25359090968345,119.39593833171469,92.58593484338222,159.54104106314412,27.083476612965985,0.14243564934798458,159.54104106314412
112,1,0.0,"123617-138820,123617-55050,123617-6654,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12525",60000,119.0,123.72294869184603,120.26517178126466,91.99615216449271,159.53477732975261,26.925391859781595,0.12842067178031483,159.53477732975261
113,1,0.0,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-151903,123617-63759,123617-86080,123617-12548",60000,126.8,123.93252098986868,120.81165659431028,91.64428416561316,159.5342643333079,27.59584065999192,0.11309183996278782,159.5342643333079
114,1,0.0,"123617-138820,123617-55050,123617-152316,123617-90573,123617-57403,123617-103539,123617-110484,123617-86080,123617-12534",60000,132.4,123.92979360743557,119.93153259620937,92.55654957807565,159.51938828289101,27.318392002352333,0.14635784605777394,159.51938828289101
115,3,2.4559626385071973,"123617-62239,123617-138820,123617-55050,123617-90573,123617-110484,123617-86312,123617-103619,123617-40845,123617-12537",60000,117.1,123.1143226751479,119.92989697157901,90.08357830156712,159.49031098492387,28.66619282351485,0.11108645376014878,159.49031098492387
116,3,1.9028268808102793,"123617-138820,123617-152316,123617-103064,123617-167620,123617-103539,123617-110484,123617-151903,123617-40845,123617-12548",60000,117.5,123.66831790741963,119.8136200866213,92.20913403006493,159.4863770104047,27.318774251609938,0.1411006872159051,159.4863770104047
117,2,0.8850746268656717,"123617-138820,123617-152316,123617-152647,123617-90573,123617-103539,123617-137530,123617-110484,123617-151903,123617-12534",59900,117.6,123.13082380537604,119.99221618110748,90.86116880880175,159.48170052462768,27.567519231139503,0.11385165266243018,159.48170052462768
118,3,2.495145479459814,"123617-62239,123617-138820,123617-55050,123617-167620,123617-103539,123617-110484,123617-129112,123617-86080,123617-12534",59900,117.0,123.47017704471848,120.32613917341413,90.74870493745522,159.4799437812921,27.90168971362582,0.11268270501083504,159.4799437812921
119,3,2.0774653231473135,"123617-138820,123617-55050,123617-151966,123617-167620,123617-110484,123617-151903,123617-86312,123617-103587,123617-12550",60000,117.0,124.57576609385829,121.06706038521071,92.95809484205327,159.47965519967397,27.70183649586055,0.12665967865242017,159.47965519967397
120,1,0.0,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-151903,123617-40845,123617-12553",60000,118.5,123.30481292969525,120.01081208929557,90.81263649593214,159.46013377151155,27.97496872573635,0.11774815095214988,159.46013377151155
121,3,1.7666835959340326,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-167620,123617-151789,123617-86080,123617-12537",59800,117.3,123.28055838311941,119.2838855869598,91.54193191266955,159.4598514422998,28.42896130350061,0.14058455226316985,159.4598514422998
122,2,0.5666666666666667,"123617-62239,123617-138820,123617-55050,123617-90573,123617-57403,123617-151903,123617-86080,123617-107293,123617-12539",60000,117.4,122.26737694477559,119.32627685428764,89.90432108553095,159.44975714396412,27.589470534150042,0.10660226650045633,159.44975714396412
123,3,1.848359128481778,"123617-138820,123617-55050,123617-6654,123617-103064,123617-167620,123617-86518,123617-86312,123617-40845,123617-12534",60000,117.1,122.48794885063715,118.58792631220922,89.86365724501943,159.4426406472564,28.43297721876904,0.13716546489030593,159.4426406472564
124,2,0.335820895522388,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-151903,123617-103619,123617-40845,123617-12542",60000,118.19999999999996,123.45940042465163,120.86977182177299,90.63869548113128,159.44199210938228,28.016760809308284,0.09243140634652774,159.44199210938228
125,3,1.7465663168399694,"123617-62239,123617-138820,123617-152647,123617-167620,123617-103539,123617-110484,123617-151903,123617-86080,123617-12542",60000,117.2,124.11678747853253,120.56351227388689,91.55152259920098,159.42893962466982,28.45652425496319,0.12486680287477155,159.42893962466982
126,2,0.4492537313432836,"123617-138820,123617-45889,123617-152647,123617-151966,123617-90573,123617-110484,123617-151903,123617-40845,123617-12534",60000,117.9,122.6973001359811,118.97306107876472,90.77313091099798,159.42134078153913,27.14855495788557,0.1371800106117485,159.42134078153913
127,2,0.6104477611940299,"123617-62239,123617-138820,123617-152647,123617-90573,123617-103539,123617-86518,123617-110484,123617-86080,123617-12534",59900,117.7,123.61855754367342,119.03424388673477,90.90841684780435,159.39633085323982,28.90376379800065,0.158606114033348,159.39633085323982
128,2,0.628358208955224,"123617-138820,123617-55050,123617-152647,123617-151966,123617-90573,123617-103539,123617-120639,123617-86080,123617-12534",60000,117.7,123.15731299006366,119.92304590486003,91.0306833101722,159.39117376992246,27.900967132431308,0.11591953317790925,159.39117376992246
129,3,2.012781809321065,"123617-138820,123617-55050,123617-152316,123617-167620,123617-110484,123617-120639,123617-129112,123617-86080,123617-12548",59900,117.0,123.11435358742004,119.65897230203001,92.0961420425371,159.36483573145136,27.609647668003333,0.12515122709785445,159.36483573145136
