QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,total_projection,total_salary
Jaxson Dart,De'Von Achane,Christian McCaffrey,Davante Adams,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,New York Giants,174,"123617-138820,123617-55050,123617-45889,123617-151966,123617-86518,123617-110484,123617-151903,123617-86080,123617-12543",3,2.38374042972825,117.59999999999998,60000
Jacoby Brissett,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Rams,175,"123617-138820,123617-152647,123617-30231,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12538",3,2.496969089238937,117.6,60000
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Greg Dortch,Kyle Pitts Sr.,TreVeyon Henderson,New York Giants,176,"123617-138820,123617-55050,123617-152316,123617-152647,123617-90573,123617-151903,123617-69558,123617-86080,123617-12543",3,1.9193085517974477,117.6,59900
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Theo Johnson,RJ Harvey,Atlanta Falcons,177,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-86312,123617-128810,123617-12525",3,2.1487138574874733,117.6,60000
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Khalil Shakir,Kyle Pitts Sr.,Tyjae Spears,Seattle Seahawks,178,"123617-138820,123617-55050,123617-6654,123617-90573,123617-57403,123617-86518,123617-86080,123617-12550,123617-107293",3,2.246186382098504,117.6,60000
Drake Maye,De'Von Achane,Christian McCaffrey,Courtland Sutton,Wan'Dale Robinson,Troy Franklin,Brenton Strange,RJ Harvey,Miami Dolphins,179,"123617-138820,123617-55050,123617-152316,123617-57403,123617-103539,123617-110484,123617-151903,123617-103587,123617-12539",3,1.9838701126754794,117.6,59900
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Brock Bowers,Tyjae Spears,Las Vegas Raiders,180,"123617-138820,123617-55050,123617-6654,123617-151794,123617-90573,123617-103539,123617-151903,123617-107293,123617-12537",3,1.840909679012488,117.60000000000001,60000
Matthew Stafford,De'Von Achane,Woody Marks,Davante Adams,Jaylen Waddle,Tetairoa McMillan,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,181,"123617-138820,123617-45889,123617-6654,123617-90573,123617-167620,123617-138774,123617-110484,123617-86080,123617-12546",3,2.611264050311535,117.6,60000
Drake Maye,De'Von Achane,Christian McCaffrey,Davante Adams,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,Tyjae Spears,Miami Dolphins,182,"123617-138820,123617-55050,123617-152316,123617-45889,123617-103539,123617-151903,123617-86080,123617-107293,123617-12539",3,2.517378616917235,117.6,59900
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Alec Pierce,Kyle Pitts Sr.,TreVeyon Henderson,Miami Dolphins,183,"123617-138820,123617-55050,123617-152647,123617-90573,123617-129471,123617-57403,123617-86312,123617-86080,123617-12539",3,2.7106873767023245,117.60000000000001,60000
Tua Tagovailoa,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,184,"123617-138820,123617-55050,123617-90573,123617-90572,123617-57403,123617-86518,123617-110484,123617-86080,123617-12548",3,2.7346317632884274,117.6,60000
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Hunter Henry,TreVeyon Henderson,New York Giants,185,"123617-138820,123617-55050,123617-152647,123617-90573,123617-129471,123617-103539,123617-86518,123617-40845,123617-12543",3,2.817528042801998,117.60000000000001,60000
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Davante Adams,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,186,"123617-138820,123617-45889,123617-6654,123617-152647,123617-86518,123617-110484,123617-151903,123617-86080,123617-12546",3,1.5976440480027354,117.59999999999998,60000
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Troy Franklin,Alec Pierce,Brock Bowers,RJ Harvey,New York Giants,187,"123617-138820,123617-6654,123617-152647,123617-151794,123617-90573,123617-110484,123617-151903,123617-86312,123617-12543",3,2.9454459776595727,117.6,60000
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Khalil Shakir,Troy Franklin,George Kittle,RJ Harvey,Tennessee Titans,188,"123617-138820,123617-6654,123617-152647,123617-90573,123617-39793,123617-86518,123617-110484,123617-151903,123617-12534",3,2.2593111641759793,117.6,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Courtland Sutton,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,Ashton Jeanty,Los Angeles Chargers,189,"123617-138820,123617-55050,123617-102965,123617-167031,123617-57403,123617-151903,123617-86312,123617-86080,123617-12548",3,1.7734775711833277,117.6,60000
Jaxson Dart,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Brenton Strange,RJ Harvey,Los Angeles Chargers,190,"123617-138820,123617-55050,123617-151966,123617-167620,123617-86518,123617-110484,123617-151903,123617-103587,123617-12548",3,2.899893380848079,117.6,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Chris Olave,Jaylen Waddle,Troy Franklin,Dalton Schultz,RJ Harvey,New Orleans Saints,191,"123617-138820,123617-55050,123617-102965,123617-87770,123617-90573,123617-110484,123617-151903,123617-55042,123617-12542",3,2.2295817150256436,117.59999999999998,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Davante Adams,Jaylen Waddle,Tre Tucker,Kyle Pitts Sr.,Woody Marks,Tennessee Titans,192,"123617-138820,123617-55050,123617-45889,123617-102965,123617-90573,123617-138774,123617-103619,123617-86080,123617-12534",3,1.8455926734572057,117.6,60000
Bo Nix,De'Von Achane,Breece Hall,Jaylen Waddle,Tetairoa McMillan,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,193,"123617-138820,123617-102965,123617-103064,123617-90573,123617-167620,123617-86518,123617-110484,123617-86080,123617-12550",3,2.1816429575621576,117.6,60000
Drake Maye,De'Von Achane,RJ Harvey,Davante Adams,Jaylen Waddle,Tetairoa McMillan,Hunter Henry,Tyjae Spears,Los Angeles Chargers,194,"123617-138820,123617-152316,123617-45889,123617-90573,123617-167620,123617-110484,123617-40845,123617-107293,123617-12548",3,2.195908858928876,117.6,59900
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Tre Tucker,Hunter Henry,RJ Harvey,Los Angeles Chargers,195,"123617-138820,123617-55050,123617-151966,123617-90573,123617-86518,123617-110484,123617-103619,123617-40845,123617-12548",3,1.9747525761426652,117.6,59900
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,Kyle Pitts Sr.,Los Angeles Chargers,196,"123617-138820,123617-55050,123617-151966,123617-90573,123617-167620,123617-103539,123617-40845,123617-86080,123617-12548",3,2.625570702569203,117.60000000000001,60000
Josh Allen,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,Tyjae Spears,Tennessee Titans,197,"123617-62239,123617-138820,123617-55050,123617-90573,123617-167620,123617-103539,123617-40845,123617-107293,123617-12534",3,2.7731111401985866,117.60000000000001,60000
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Tre Tucker,Hunter Henry,RJ Harvey,Miami Dolphins,198,"123617-138820,123617-55050,123617-152316,123617-167620,123617-103539,123617-110484,123617-103619,123617-40845,123617-12539",3,1.7994388735979494,117.59999999999998,59800
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Courtland Sutton,Hunter Henry,Woody Marks,Tennessee Titans,199,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-57403,123617-138774,123617-40845,123617-12534",3,1.9518006736398972,117.6,59900
